"MEASURE","Measure","REGIONTYPE","Geography Level","LGA_2019","Region","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14170","Inner West (A)","A","Annual","2002","2002",166368,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14170","Inner West (A)","A","Annual","2003","2003",166127,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14170","Inner West (A)","A","Annual","2004","2004",165989,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14170","Inner West (A)","A","Annual","2005","2005",166486,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14170","Inner West (A)","A","Annual","2006","2006",167602,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14170","Inner West (A)","A","Annual","2007","2007",170481,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14170","Inner West (A)","A","Annual","2008","2008",173375,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14170","Inner West (A)","A","Annual","2009","2009",176106,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14170","Inner West (A)","A","Annual","2010","2010",178395,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14170","Inner West (A)","A","Annual","2011","2011",180301,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14170","Inner West (A)","A","Annual","2012","2012",182041,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14170","Inner West (A)","A","Annual","2013","2013",184297,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14170","Inner West (A)","A","Annual","2014","2014",186495,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14170","Inner West (A)","A","Annual","2015","2015",188711,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14170","Inner West (A)","A","Annual","2016","2016",191194,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14170","Inner West (A)","A","Annual","2017","2017",194744,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14170","Inner West (A)","A","Annual","2018","2018",197836,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14170","Inner West (A)","A","Annual","2019","2019",200811,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14200","Inverell (A)","A","Annual","2001","2001",15632,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14200","Inverell (A)","A","Annual","2002","2002",15721,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14200","Inverell (A)","A","Annual","2003","2003",15723,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14200","Inverell (A)","A","Annual","2004","2004",15708,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14200","Inverell (A)","A","Annual","2005","2005",15765,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14200","Inverell (A)","A","Annual","2006","2006",15845,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14200","Inverell (A)","A","Annual","2007","2007",15973,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14200","Inverell (A)","A","Annual","2008","2008",16118,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14200","Inverell (A)","A","Annual","2009","2009",16320,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14200","Inverell (A)","A","Annual","2010","2010",16476,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14200","Inverell (A)","A","Annual","2011","2011",16584,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14200","Inverell (A)","A","Annual","2012","2012",16614,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14200","Inverell (A)","A","Annual","2013","2013",16627,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14200","Inverell (A)","A","Annual","2014","2014",16676,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14200","Inverell (A)","A","Annual","2015","2015",16731,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14200","Inverell (A)","A","Annual","2016","2016",16812,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14200","Inverell (A)","A","Annual","2017","2017",16827,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14200","Inverell (A)","A","Annual","2018","2018",16825,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14200","Inverell (A)","A","Annual","2019","2019",16890,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14300","Junee (A)","A","Annual","2001","2001",5859,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14300","Junee (A)","A","Annual","2002","2002",5869,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14300","Junee (A)","A","Annual","2003","2003",5861,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14300","Junee (A)","A","Annual","2004","2004",5854,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14300","Junee (A)","A","Annual","2005","2005",5882,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14300","Junee (A)","A","Annual","2006","2006",5943,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14300","Junee (A)","A","Annual","2007","2007",5942,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14300","Junee (A)","A","Annual","2008","2008",5978,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14300","Junee (A)","A","Annual","2009","2009",6054,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14300","Junee (A)","A","Annual","2010","2010",6105,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14300","Junee (A)","A","Annual","2011","2011",6132,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14300","Junee (A)","A","Annual","2012","2012",6135,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14300","Junee (A)","A","Annual","2013","2013",6213,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14300","Junee (A)","A","Annual","2014","2014",6283,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14300","Junee (A)","A","Annual","2015","2015",6336,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14300","Junee (A)","A","Annual","2016","2016",6414,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14300","Junee (A)","A","Annual","2017","2017",6516,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14300","Junee (A)","A","Annual","2018","2018",6625,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14300","Junee (A)","A","Annual","2019","2019",6683,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14350","Kempsey (A)","A","Annual","2001","2001",27164,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14350","Kempsey (A)","A","Annual","2002","2002",27327,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14350","Kempsey (A)","A","Annual","2003","2003",27466,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14350","Kempsey (A)","A","Annual","2004","2004",27608,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14350","Kempsey (A)","A","Annual","2005","2005",27936,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14350","Kempsey (A)","A","Annual","2006","2006",28032,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14350","Kempsey (A)","A","Annual","2007","2007",28193,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14350","Kempsey (A)","A","Annual","2008","2008",28431,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14350","Kempsey (A)","A","Annual","2009","2009",28775,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14350","Kempsey (A)","A","Annual","2010","2010",28960,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14350","Kempsey (A)","A","Annual","2011","2011",29128,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14350","Kempsey (A)","A","Annual","2012","2012",29223,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14350","Kempsey (A)","A","Annual","2013","2013",29284,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14350","Kempsey (A)","A","Annual","2014","2014",29351,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14350","Kempsey (A)","A","Annual","2015","2015",29379,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14350","Kempsey (A)","A","Annual","2016","2016",29431,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14350","Kempsey (A)","A","Annual","2017","2017",29550,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14350","Kempsey (A)","A","Annual","2018","2018",29633,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14350","Kempsey (A)","A","Annual","2019","2019",29745,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14400","Kiama (A)","A","Annual","2001","2001",19793,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14400","Kiama (A)","A","Annual","2002","2002",19841,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14400","Kiama (A)","A","Annual","2003","2003",19836,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14400","Kiama (A)","A","Annual","2004","2004",19784,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14400","Kiama (A)","A","Annual","2005","2005",19690,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14400","Kiama (A)","A","Annual","2006","2006",19626,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14400","Kiama (A)","A","Annual","2007","2007",19809,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14400","Kiama (A)","A","Annual","2008","2008",19933,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14400","Kiama (A)","A","Annual","2009","2009",20219,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14400","Kiama (A)","A","Annual","2010","2010",20522,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14400","Kiama (A)","A","Annual","2011","2011",20806,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14400","Kiama (A)","A","Annual","2012","2012",21004,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14400","Kiama (A)","A","Annual","2013","2013",21262,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14400","Kiama (A)","A","Annual","2014","2014",21612,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14400","Kiama (A)","A","Annual","2015","2015",21890,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14400","Kiama (A)","A","Annual","2016","2016",22110,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14400","Kiama (A)","A","Annual","2017","2017",22461,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14400","Kiama (A)","A","Annual","2018","2018",22987,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14400","Kiama (A)","A","Annual","2019","2019",23386,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14500","Ku-ring-gai (A)","A","Annual","2001","2001",106965,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14500","Ku-ring-gai (A)","A","Annual","2002","2002",106778,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14500","Ku-ring-gai (A)","A","Annual","2003","2003",106559,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14500","Ku-ring-gai (A)","A","Annual","2004","2004",105839,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14500","Ku-ring-gai (A)","A","Annual","2005","2005",104883,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14500","Ku-ring-gai (A)","A","Annual","2006","2006",104459,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14500","Ku-ring-gai (A)","A","Annual","2007","2007",105551,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14500","Ku-ring-gai (A)","A","Annual","2008","2008",107976,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14500","Ku-ring-gai (A)","A","Annual","2009","2009",110464,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14500","Ku-ring-gai (A)","A","Annual","2010","2010",112643,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14500","Ku-ring-gai (A)","A","Annual","2011","2011",114604,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14500","Ku-ring-gai (A)","A","Annual","2012","2012",116339,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14500","Ku-ring-gai (A)","A","Annual","2013","2013",118195,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14500","Ku-ring-gai (A)","A","Annual","2014","2014",119851,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14500","Ku-ring-gai (A)","A","Annual","2015","2015",121315,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14500","Ku-ring-gai (A)","A","Annual","2016","2016",122472,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14500","Ku-ring-gai (A)","A","Annual","2017","2017",124515,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14500","Ku-ring-gai (A)","A","Annual","2018","2018",125965,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14500","Ku-ring-gai (A)","A","Annual","2019","2019",127153,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14550","Kyogle (A)","A","Annual","2001","2001",9739,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14550","Kyogle (A)","A","Annual","2002","2002",9686,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14550","Kyogle (A)","A","Annual","2003","2003",9590,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14550","Kyogle (A)","A","Annual","2004","2004",9525,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14550","Kyogle (A)","A","Annual","2005","2005",9507,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14550","Kyogle (A)","A","Annual","2006","2006",9491,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14550","Kyogle (A)","A","Annual","2007","2007",9491,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14550","Kyogle (A)","A","Annual","2008","2008",9490,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14550","Kyogle (A)","A","Annual","2009","2009",9514,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14550","Kyogle (A)","A","Annual","2010","2010",9544,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14550","Kyogle (A)","A","Annual","2011","2011",9537,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14550","Kyogle (A)","A","Annual","2012","2012",9416,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14550","Kyogle (A)","A","Annual","2013","2013",9345,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14550","Kyogle (A)","A","Annual","2014","2014",9288,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14550","Kyogle (A)","A","Annual","2015","2015",9197,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14550","Kyogle (A)","A","Annual","2016","2016",9114,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14550","Kyogle (A)","A","Annual","2017","2017",8982,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14550","Kyogle (A)","A","Annual","2018","2018",8862,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14550","Kyogle (A)","A","Annual","2019","2019",8796,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14600","Lachlan (A)","A","Annual","2001","2001",7500,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14600","Lachlan (A)","A","Annual","2002","2002",7386,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14600","Lachlan (A)","A","Annual","2003","2003",7233,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14600","Lachlan (A)","A","Annual","2004","2004",7090,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14600","Lachlan (A)","A","Annual","2005","2005",6956,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14600","Lachlan (A)","A","Annual","2006","2006",6829,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14600","Lachlan (A)","A","Annual","2007","2007",6733,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14600","Lachlan (A)","A","Annual","2008","2008",6692,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14600","Lachlan (A)","A","Annual","2009","2009",6678,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14600","Lachlan (A)","A","Annual","2010","2010",6663,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14600","Lachlan (A)","A","Annual","2011","2011",6701,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14600","Lachlan (A)","A","Annual","2012","2012",6651,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14600","Lachlan (A)","A","Annual","2013","2013",6586,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14600","Lachlan (A)","A","Annual","2014","2014",6530,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14600","Lachlan (A)","A","Annual","2015","2015",6450,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14600","Lachlan (A)","A","Annual","2016","2016",6356,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14600","Lachlan (A)","A","Annual","2017","2017",6230,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14600","Lachlan (A)","A","Annual","2018","2018",6143,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14600","Lachlan (A)","A","Annual","2019","2019",6075,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14650","Lake Macquarie (C)","A","Annual","2001","2001",186353,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14650","Lake Macquarie (C)","A","Annual","2002","2002",187385,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14650","Lake Macquarie (C)","A","Annual","2003","2003",188171,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14650","Lake Macquarie (C)","A","Annual","2004","2004",188415,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14650","Lake Macquarie (C)","A","Annual","2005","2005",188547,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14650","Lake Macquarie (C)","A","Annual","2006","2006",188503,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14650","Lake Macquarie (C)","A","Annual","2007","2007",189672,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14650","Lake Macquarie (C)","A","Annual","2008","2008",191478,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14650","Lake Macquarie (C)","A","Annual","2009","2009",193585,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14650","Lake Macquarie (C)","A","Annual","2010","2010",195263,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14650","Lake Macquarie (C)","A","Annual","2011","2011",196811,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14650","Lake Macquarie (C)","A","Annual","2012","2012",197693,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14650","Lake Macquarie (C)","A","Annual","2013","2013",198953,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14650","Lake Macquarie (C)","A","Annual","2014","2014",200249,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14650","Lake Macquarie (C)","A","Annual","2015","2015",201240,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14650","Lake Macquarie (C)","A","Annual","2016","2016",202332,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14650","Lake Macquarie (C)","A","Annual","2017","2017",203502,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14650","Lake Macquarie (C)","A","Annual","2018","2018",204694,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14650","Lake Macquarie (C)","A","Annual","2019","2019",205901,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14700","Lane Cove (A)","A","Annual","2001","2001",31880,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14700","Lane Cove (A)","A","Annual","2002","2002",31749,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14700","Lane Cove (A)","A","Annual","2003","2003",31695,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14700","Lane Cove (A)","A","Annual","2004","2004",31599,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14700","Lane Cove (A)","A","Annual","2005","2005",31538,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14700","Lane Cove (A)","A","Annual","2006","2006",31527,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14700","Lane Cove (A)","A","Annual","2007","2007",31678,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14700","Lane Cove (A)","A","Annual","2008","2008",31918,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14700","Lane Cove (A)","A","Annual","2009","2009",32308,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14700","Lane Cove (A)","A","Annual","2010","2010",32803,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14700","Lane Cove (A)","A","Annual","2011","2011",33233,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14700","Lane Cove (A)","A","Annual","2012","2012",33728,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14700","Lane Cove (A)","A","Annual","2013","2013",34261,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14700","Lane Cove (A)","A","Annual","2014","2014",35196,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14700","Lane Cove (A)","A","Annual","2015","2015",36402,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14700","Lane Cove (A)","A","Annual","2016","2016",37694,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14700","Lane Cove (A)","A","Annual","2017","2017",38780,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14700","Lane Cove (A)","A","Annual","2018","2018",39442,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14700","Lane Cove (A)","A","Annual","2019","2019",40155,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14750","Leeton (A)","A","Annual","2001","2001",11832,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14750","Leeton (A)","A","Annual","2002","2002",11807,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14750","Leeton (A)","A","Annual","2003","2003",11755,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14750","Leeton (A)","A","Annual","2004","2004",11681,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14750","Leeton (A)","A","Annual","2005","2005",11590,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14750","Leeton (A)","A","Annual","2006","2006",11562,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14750","Leeton (A)","A","Annual","2007","2007",11502,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14750","Leeton (A)","A","Annual","2008","2008",11457,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14750","Leeton (A)","A","Annual","2009","2009",11461,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14750","Leeton (A)","A","Annual","2010","2010",11432,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14750","Leeton (A)","A","Annual","2011","2011",11406,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14750","Leeton (A)","A","Annual","2012","2012",11430,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14750","Leeton (A)","A","Annual","2013","2013",11413,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14750","Leeton (A)","A","Annual","2014","2014",11408,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14750","Leeton (A)","A","Annual","2015","2015",11411,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14750","Leeton (A)","A","Annual","2016","2016",11407,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14750","Leeton (A)","A","Annual","2017","2017",11424,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14750","Leeton (A)","A","Annual","2018","2018",11425,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14750","Leeton (A)","A","Annual","2019","2019",11445,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14850","Lismore (C)","A","Annual","2001","2001",42721,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14850","Lismore (C)","A","Annual","2002","2002",42749,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14850","Lismore (C)","A","Annual","2003","2003",42681,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14850","Lismore (C)","A","Annual","2004","2004",42764,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14850","Lismore (C)","A","Annual","2005","2005",43011,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14850","Lismore (C)","A","Annual","2006","2006",43338,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14850","Lismore (C)","A","Annual","2007","2007",43636,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14850","Lismore (C)","A","Annual","2008","2008",43750,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14850","Lismore (C)","A","Annual","2009","2009",43940,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14850","Lismore (C)","A","Annual","2010","2010",44190,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14850","Lismore (C)","A","Annual","2011","2011",44348,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14850","Lismore (C)","A","Annual","2012","2012",44388,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14850","Lismore (C)","A","Annual","2013","2013",44408,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14850","Lismore (C)","A","Annual","2014","2014",44327,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14850","Lismore (C)","A","Annual","2015","2015",44212,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","14850","Lismore (C)","A","Annual","2016","2016",44122,,
